event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud
,3811582353470,,Android 12,,,2023-02-19 04:01:21,"34.3231,-2.6719",,False
7cbf61db-4137-447f-bf9d-75b0f536627c,1368631283255,,,,,,,,False
,,Samsung Galaxy S22,,,,2023-01-31 11:34:12,,power_on,False
,,Vivo V25,Android 12,False,,2023-03-24 13:38:10,,,False
,,iPhone 14,Android 12,,,,,,False
,,Realme GT,,,,,,,False
,,,,,,,"-10.8022,-17.5793",,False
,,,iOS 15,,WiFi,,,,False
,6674407061441,,,,,,,SIM switch,False
,,,,,,,,,False
5a3a3b88-7807-4b0f-8c2b-581e1f2d8402,1393314602090,,,True,,2023-06-21 23:10:57,,,False
,,,,False,,,,app_launch,False
,,,,,3G,,,,False
,,iPhone 13,,,,,,,False
f4bfd5bf-498c-47cf-8fe8-f234f6a81186,,,,,,2023-07-06 09:47:24,,,False
,,,,False,,2023-06-03 21:34:47,,,False
,,Vivo V25,,,,2023-05-19 02:46:54,,,False
,,,,False,,,,,False
,,Xiaomi Mi 11,,,,,"5.3469,91.5097",,False
48dba82f-3a5e-41e4-b1dc-bcd73bdf45d2,,Realme GT,,,,,,,False
,,,iOS 15,False,,,,power_on,False
,,,,,5G,,,,False
e974849c-4222-4249-bbb5-44cd7423c2e8,,,,,,,,,False
,,,,,3G,2023-01-01 00:10:23,"-13.3169,28.8850",power_on,False
,,Oppo F21,,,2G,2023-12-13 09:52:50,,location_change,False
,,,iOS 16,True,,,"-71.9038,105.8290",,False
,,,,,,,,,False
,,,Android 12,True,,,,,False
,,,Android 13,,WiFi,,,location_change,False
c8a1aab9-d734-4a6f-a5d1-bf9272d41788,2144889550150,,,True,,2023-10-23 09:39:18,,,False
,,,,True,,2023-06-17 12:40:34,,,False
2f0de8fb-5a89-44d6-a0af-11e04998b39d,,iPhone 14,,True,,,"6.3351,97.6447",,False
,1510290044464,,,,,,"28.9960,-125.5041",,False
25f48e71-44ad-4146-812b-0edacf1c34a4,1077051778288,,,True,,,,,True
5594f639-2524-4d33-94ea-985a6f10509b,,,Android 11,False,,,,,False
491dffc4-7494-4cb0-91f7-f53cdfd24181,,OnePlus 10,Android 12,,,2023-02-06 20:51:33,,location_change,False
,5013506358819,Oppo F21,,,,,,app_launch,False
c12f4ddf-2306-4b39-9428-60dafdda6928,2757241756294,Vivo V25,,,WiFi,,,app_launch,False
,,,,,,,,,False
,6098137655191,,,True,,,,,False
eba6ddae-77af-46e8-82d1-e9380f6c3b40,,,,,,,,,False
,4461258163693,,,True,,2023-02-10 04:13:52,,,False
,,,,,2G,,,,False
,,,,,,,"-84.0368,-69.4088",SIM switch,False
,5376271935239,OnePlus 10,,False,,,"-67.8117,116.0481",,False
,1344931033386,Samsung Galaxy S22,Android 12,,,2023-05-29 09:24:42,,,False
,4236482633213,Pixel 6,iOS 16,,,,,,False
,7585505277426,,,True,,,,,True
,,,,,WiFi,,,,False
,,,,,,2023-06-11 15:13:38,,,False
,,,,,,,"-56.9182,77.5726",,False
,7780667851852,,,,,,,SIM switch,True
,,,,,,2023-12-18 05:13:10,,,False
,2544544967695,Oppo F21,,,2G,,,,False
,,,,False,,,,,True
,,OnePlus 10,,,,2023-01-16 02:29:29,,power_on,True
,8320906927373,,,,,2023-09-11 15:46:10,,SIM switch,False
,5021505263372,Realme GT,,,,,,,False
,,iPhone 13,Android 12,,,2023-04-19 10:26:57,,,False
e428d79c-4849-45e6-9902-a4c4f25683b4,,,,True,,,,,False
,,,,,,,"27.6490,-51.7744",app_launch,True
,,,,True,,,,,False
44c16eea-0dd0-4e3a-af45-3728cd12ae2f,,,Android 11,,,,,power_on,False
,,,,False,,2023-07-24 16:02:40,"-21.7425,-81.6099",,False
,4047496487181,,,,,2023-08-11 18:34:15,,,False
0ed3a975-8912-4d0e-8a28-968a12b21b47,7009017159694,,,,,,,,False
d221fcaa-cc5d-43fa-9c17-5746342a23ba,,Realme GT,,,,,"42.5633,151.2462",,False
27f61194-d804-4746-a0ff-bdeaab46b303,,,,True,3G,,,,False
,,,,False,,,,power_on,False
,,Oppo F21,,True,,,,,False
,6802685017389,,,False,,,,,True
,,,Android 13,True,,2023-02-28 07:46:49,,power_on,False
b5f4a59d-695f-40d7-955a-de56ddfda780,,iPhone 13,,False,WiFi,,,,False
,2895489819528,,,,,,"86.7296,-159.6104",,True
,,,,True,WiFi,,,,False
,,,,,4G,,,power_on,False
,,,,,,,,,False
,,,iOS 16,,4G,,,,False
,2865923498405,,,,,,"-56.5251,102.1225",,False
,,,,,,,"-87.6020,72.8251",,False
,,OnePlus 10,,False,WiFi,,,,False
,,,,,,,,,False
a56cbfeb-f3bd-4312-9f78-b402fa9bdaff,,,,,4G,,,,False
c09abd01-5ebc-4616-a01d-d533ed523255,,Pixel 7,iOS 16,False,,,,,False
,,,,False,,2023-09-29 07:47:03,"34.2204,-10.7716",,False
,,,,,,,,,True
,4472318587278,iPhone 13,,True,,2023-01-23 21:00:14,,,False
,,,,,WiFi,,"5.3425,-60.6371",,False
,,Pixel 7,,,,,,location_change,False
,,,,False,,2023-05-21 11:22:57,"-26.1572,120.9106",,False
,2624651367935,,,,,,,SIM switch,False
,,,,,,,,location_change,False
,8972812460881,,Android 13,,,,"62.6742,-14.8647",location_change,False
,,,,False,5G,,,,False
,,,Android 12,,5G,,,SIM switch,False
,,,Android 12,,,2023-07-02 18:06:40,"25.9744,13.0807",,False
,,Pixel 7,,True,,,,,False
,,,Android 13,False,2G,,,app_launch,False
,,iPhone 13,,False,,,,,False
,3607415694731,,,,,2023-08-25 05:32:46,,,False
,,,,,,,"45.4273,55.2108",,False
,8464145762116,,,,,,,,False
1f8a3f21-3bb1-40b7-83e3-796c803388b3,7931189843547,,,,,,,,False
,,,,False,,,"-46.3353,97.0490",,False
,6674151279911,,,,,,"-53.3902,48.4001",,True
,,,,,,,,,False
,,,Android 11,True,,2023-10-06 17:49:39,,power_on,False
2c42b721-6373-4d90-8673-2bbed3e6e15a,1646429156216,,,,,,"-41.6794,119.3808",,False
,,,,True,,,"8.5624,101.9003",SIM switch,False
a31fceb9-cfa6-46de-a828-622370af84f9,,,,,2G,2023-10-04 08:54:40,,,False
,,,,,,,,,False
,,,,,5G,,"23.3391,88.8563",,False
,,,,,,,,,False
05058b41-1548-46bc-83f0-2b1f063bfccb,9536178285328,,iOS 15,,,2023-09-23 15:33:05,,SIM switch,True
,,,,,2G,,,,False
,,,,,,,,,False
348b81bd-2bc3-4515-9a20-d65e82ea9b18,,,,,,,,,False
,,,,,,,,SIM switch,False
8ccda1c7-7363-4996-8570-55b47a7fe196,6040272453499,,,True,,,,,False
c783416e-9b18-4ff0-af42-0bdc27bf9238,8902887800551,,iOS 15,,,,,SIM switch,False
,9935767764147,,,,,2023-10-01 15:42:06,,location_change,False
,,OnePlus 10,,,,,,,False
8b8b94e0-675f-46a9-bbb5-0d5643a47252,,Pixel 6,,,,2023-05-12 21:53:01,,,False
,,,Android 12,,3G,,,,False
,,,,,,,,,False
,,,,,WiFi,,,,False
78bc749a-4eeb-44d7-9347-5f23f44521f2,,,,,3G,2023-01-09 05:50:36,"15.6550,-65.6251",,False
,,,,,,2023-08-17 13:23:01,"22.9703,52.2737",app_launch,False
,,,iOS 16,,,,,,False
,,,Android 11,,,,"-89.8675,83.4729",app_launch,False
,,,,,,,,,False
,,,Android 13,,2G,,,,False
,9905252211885,,,,,,,,False
,,,,,,,,,False
,,,,,,2023-12-10 20:05:07,,,False
,6454856657396,,,,,,,SIM switch,False
b8dc7935-e556-4860-8b51-f969edcb1cfc,,,Android 11,,4G,,,,False
,,Pixel 6,,,,,"-61.6311,15.4532",,False
,4762002631851,,,,,,"59.8389,9.8212",,False
,,,,,,,,,False
,,,Android 13,,,,,SIM switch,False
,,,,,,,,,False
,,,,,WiFi,2023-07-08 13:31:13,"-0.7545,103.3287",app_launch,False
,,,,,,,"77.4423,-124.3819",location_change,False
,,Samsung Galaxy S22,iOS 15,,,,,,False
,,,,,,,,,False
,,,,False,,,,,False
3fef20ba-4af1-4317-843d-e3f6c7837b8c,,,Android 12,True,,2023-12-23 21:05:34,,location_change,False
,,,,,4G,,"58.6671,-131.6337",location_change,False
,,,Android 11,,,2023-05-10 07:17:21,"37.6893,111.3810",,False
,,,Android 11,,,2023-12-15 12:47:46,"77.8815,162.0732",,False
,7968063664362,,,True,5G,,,,False
da076dc3-a06c-4afd-8dee-ff99c0de2b84,,,,,2G,,,,True
,8816523980214,,,False,,,,,False
,5602646552794,,,,,,,SIM switch,False
ce90204b-5c21-4105-93aa-b01c0f9fd4c7,,Pixel 7,,,,,,,False
,3705050993158,,,,WiFi,,,,False
,9747311808616,,,,,,"-68.4833,153.0478",SIM switch,True
,,,,,,,,,False
,,,,False,,2023-11-05 22:13:20,,app_launch,False
,,,,,,,,,False
,,,,,WiFi,,,location_change,False
,,,,,,,,,False
,,,iOS 15,,,,"25.2224,-63.9233",,False
a18c169b-3ed0-44f5-8bf7-8dce03162d53,,,,,WiFi,2023-05-25 18:37:35,,,False
,,iPhone 13,iOS 16,,,,,,False
a7c86916-92ff-408a-a7cb-5648b49143ed,,,,,,2023-07-20 22:59:44,,SIM switch,False
,,,iOS 16,True,,,,,False
971c2d09-b459-456f-a348-6cdc71a14756,,,,,,,"-43.4339,146.3785",,True
,,,,False,,2023-05-23 22:49:12,,,False
,,,,False,4G,,,,False
,,iPhone 14,iOS 16,,,,,,False
ff6c9d21-e455-46ed-8b0c-e38721959e2b,7915205383013,,,,5G,,,,False
,4162192582042,,,False,5G,,,SIM switch,False
,,,,,,,"87.1632,178.0916",SIM switch,False
,,Vivo V25,,,,,"-23.4470,61.6058",,False
,,,,,,,"61.7937,126.5855",app_launch,False
,7742263650000,Realme GT,Android 13,,,2023-05-28 09:49:39,,,False
,,,,,,,"-85.5317,-37.1188",,False
,,,Android 12,True,,,,app_launch,False
9fa178d2-9e70-4667-835b-3771087b8235,,,Android 13,,4G,,"39.8280,161.8214",app_launch,False
d6fc917e-52fb-4a95-a34b-335fe9ab6ce1,,,,,,,,,False
,2688311851805,,,,,,,,True
,,,Android 13,,,,,SIM switch,True
,1361014030489,Pixel 7,iOS 16,,,2023-11-11 02:28:57,"69.5669,-69.2938",location_change,False
,,,,True,,,,,False
940ce29d-ab1f-4c32-bd77-df0c9f1df54d,,,iOS 15,,,,,location_change,False
,,,,,,,,SIM switch,False
,,,,False,,2023-11-15 02:24:43,,,False
,,,,,,2023-12-25 23:52:11,,,True
dd65bcb0-9fba-4590-b355-4cf208d4582d,,,,False,,,"11.0374,29.1515",app_launch,False
,2321753482897,,,,2G,,"36.1155,117.0608",,False
,,,,True,,2023-04-24 10:47:05,"-39.7375,160.3517",,False
,2997530188996,,,,,,"-45.5613,35.4581",,False
,,,,,,,,app_launch,False
,,,iOS 15,,,,,,False
,6832198358880,,iOS 16,,,,"66.5067,126.1609",,True
,4442505338775,Realme GT,iOS 15,,,,"85.2119,-129.8045",location_change,False
,,iPhone 14,,,,2023-05-27 06:57:02,,,False
009ac175-6544-4209-ad63-70040bb98d63,,Vivo V25,,,,,,,False
,,,iOS 16,,,,,,False
,,,Android 13,,5G,,,,False
0fcfcff4-3b51-4b07-9700-b97d0e54d7a6,8930291235509,,iOS 16,,5G,,,,False
,1206649079926,,iOS 16,False,4G,,,location_change,False
,,,,,,,,,False
c4caff36-b6ae-4559-9b83-604a7d708cca,7668828906455,Vivo V25,,,4G,,,,False
,3706176039839,,iOS 16,,,,,,False
4cb0d7bb-b9dd-408d-ab5d-bac65b87c490,8110667249439,,,True,,2023-07-03 09:24:25,,,False
,,,,,2G,,,app_launch,False
,,,Android 12,,,,,app_launch,False
,,,,True,WiFi,,"3.0920,58.8795",,False
,,,,,2G,2023-03-05 01:06:33,"-29.0641,145.9914",,False
,,,,True,,2023-10-17 16:39:55,,,False
,,,,False,,,,,False
,,Pixel 7,,,,2023-05-09 01:43:42,,,False
,,,,False,5G,,,,False
,,Xiaomi Mi 11,iOS 16,,,,,,True
fb7f0fe1-d3d4-49c6-812d-6e66abf4b75a,,,,,,,"-45.1841,-145.8170",,False
,5217346312251,,,,,2023-10-26 14:38:44,"-81.1034,170.8383",,False
,,iPhone 13,,,2G,,,,False
,,,,,,,,,False
,,,,False,,,,,False
,,,Android 12,,3G,,,,False
,,Xiaomi Mi 11,,,,,,power_on,False
0c0ae6fd-b266-4e47-8963-d1f156aec75e,,,,,,,,,False
,,,,,5G,,,SIM switch,False
,,,,,,,,,False
,,iPhone 13,,,,,,,False
,,,,,,2023-07-08 23:28:31,,app_launch,False
,,,,,,,,,False
,,Pixel 6,Android 13,,,,,,False
,,Pixel 6,,,WiFi,,,,False
358ae817-42bf-4df0-913e-ae404dc34f23,,,,,,2023-04-06 18:22:12,,,False
,,,,,3G,,"-9.1125,162.5382",,False
,,,Android 13,False,5G,2023-09-27 10:54:39,,,False
405d5b06-a895-45c9-a9fe-d9ca773303d2,,,,,2G,,"-71.4805,-44.9654",,False
,,,,,,,,,True
,,,,,,,,location_change,False
a8cc4839-89b2-4a98-9a52-ba5fcacd5614,,,,,,,,location_change,False
,,,,,,,,,False
,,Pixel 7,,,,,,,False
,5270650493044,,iOS 15,,,2023-02-08 03:54:41,,SIM switch,False
,,,,,2G,,"78.5568,-13.7433",,False
,,,,True,,2023-07-16 06:45:24,,,False
,8867014782833,Realme GT,,,,2023-06-30 00:17:11,"37.3664,4.1603",,False
,,,,,,2023-04-05 15:38:59,,,True
1ff47d20-7e65-4e2a-ba5e-89855e975cef,,,,False,3G,,"58.0999,-116.8148",SIM switch,False
,,Pixel 6,,,3G,,"10.6927,104.0826",,False
,,,,,,2023-08-05 16:58:44,"64.9411,80.8987",,False
,,,,False,,2023-08-04 21:07:37,,,False
,,,,True,,2023-02-23 00:06:28,,power_on,False
,,,iOS 15,False,,,,,False
,1930182573221,iPhone 13,,True,,,,power_on,False
,,,,,,,,,False
,,,,,,,"7.8148,-65.4917",,False
,9695360784914,,Android 12,False,,,,,False
,,iPhone 14,,,,,,,False
,,,,,,,,,False
,7479537318530,,,,,,"29.7584,134.7885",,False
,,,,,,,,,False
,,,iOS 16,,,,,,False
,7067808254198,,,,,,,location_change,False
,,,,,2G,,"34.5354,173.3175",,False
,5182669753846,Pixel 6,Android 12,,,,,,False
53520c98-de93-4cc4-8d2d-6f467a703367,3482536919846,Oppo F21,,True,,2023-05-11 07:20:29,,,False
,,,,,,,,,False
,,,,,,2023-07-10 02:26:49,,,False
,1545389161800,,,,,,,,False
,8010573787751,,,,,,,app_launch,False
,,,,True,,,,power_on,False
,6596950814995,,,False,2G,,,,False
,,,,True,,,,SIM switch,False
,,,,,,,,SIM switch,False
,,,,,,,"57.8725,-152.1459",,False
ba2e71e8-5bc8-4b4d-9036-1862f17eaf66,6646222953497,Oppo F21,,True,,,,,False
,,,,True,,,,,False
,,,,,3G,,,power_on,False
,,,,,5G,,"-15.0706,52.7135",,False
9f8759d1-978d-4e9c-9c36-7f3319c0aebf,3738263959960,Pixel 7,,,,,,,False
,,iPhone 13,,,,,,SIM switch,True
a9cfd3c1-e135-471b-adbb-f965d58de273,,,,,,,"37.9610,104.2831",,False
d32761c7-2c0f-457c-83b2-6d8edfbe6cd0,,,,,3G,,,,False
,,,,,5G,2023-12-13 15:14:28,,,False
,,,,False,,,"62.8275,155.1900",location_change,False
,,,iOS 15,,,2023-04-05 03:32:57,,app_launch,False
,,,,,,,,,True
,9627172275525,,,,,,,app_launch,False
,,Realme GT,,,,2023-03-04 03:24:04,,,False
,,,,,,,,app_launch,False
,,Pixel 7,,False,,,,,False
,3189771792233,,,True,,,,,True
b0eff676-0204-4980-8fe5-d9233f76bdac,8574795730921,,Android 11,True,,2023-05-13 13:51:42,,location_change,False
,,,,,,,,,False
,,,,,,,"65.6864,-135.3878",,False
,,OnePlus 10,,False,,,,,False
,,,,,,,"-68.7378,-178.4589",,False
,,Oppo F21,,,,,"-24.2439,-43.9089",app_launch,False
,9642298609290,,Android 12,,,,,,False
80eda249-7309-43be-9314-e47b486998ab,,Oppo F21,,False,,2023-07-09 11:50:07,,,False
a18083c5-9a7e-497d-b397-9bde65895722,,,,True,,,,,False
,,,,,,,"-47.8382,106.4980",SIM switch,False
,,Pixel 7,iOS 16,,,2023-03-05 10:33:23,,,False
2e26059b-abc1-42c1-aa28-0aa4efc1a11a,4362934265093,,,,,2023-10-20 23:07:35,,,False
,,OnePlus 10,,,,,,,False
,,Vivo V25,,True,WiFi,,,,False
a19247e2-f6a2-469b-bcbc-869afb5989a5,6627653897870,Xiaomi Mi 11,,,5G,,,,False
,,,,,,2023-01-26 21:54:08,,,False
,9497485517568,,Android 13,,,,,,False
,7025364967497,,,,,,"62.9061,-118.3732",,False
,,,,,,,,,False
a7f3a19e-29b8-4658-9cde-e9b212a3d2f4,,,,,,,"-89.7435,39.3071",power_on,False
295e6c6e-0784-4e53-af27-7b3094f80837,,Pixel 6,,,,,"-59.9197,144.2963",,False
,6843591991267,iPhone 13,Android 11,True,,,,,False
534cb9c2-ceb0-453d-94f9-842c16ad0ac2,,Realme GT,Android 13,True,,,"76.4263,-86.8278",power_on,False
,,Realme GT,,,,,,,False
,,,,True,4G,,,power_on,False
,,Xiaomi Mi 11,,,,,,,False
,,Vivo V25,Android 11,,,,,app_launch,False
,,Oppo F21,,,,2023-07-13 01:00:30,,,False
,,,,,,,,,False
aa1fb14d-2e0e-4065-b024-14eb07239745,,Vivo V25,Android 12,,,2023-05-11 12:57:30,"-39.2603,-43.4967",power_on,False
,,Samsung Galaxy S22,,True,,,,,False
a0348241-dc88-4fac-9180-0d05175987af,,,,,,,,,False
,,,,False,,2023-10-11 23:24:26,,,False
,,,,,,,,,False
5b28a2e3-3a38-4cd8-b251-35bd406658e6,,OnePlus 10,,,,2023-09-24 21:18:26,,app_launch,False
,,,,,,,"77.2314,-84.8485",,False
,,,,,4G,,,,False
,,,,,,,,location_change,False
,2817710373917,,,,4G,2023-09-24 14:33:43,,,False
,,,,,,,,,False
,,Samsung Galaxy S22,,False,,,,,False
,,,,True,,,,power_on,False
a3178a01-82d5-4a34-a3dd-da4cbd15a9de,,Pixel 7,,True,,,,,False
,,,,,WiFi,,,,False
,2985041493147,,,,,,,,True
,,,iOS 15,,2G,,,,False
,1670210908405,Xiaomi Mi 11,,,,,"35.3422,-108.7184",,False
,2056691120729,iPhone 14,,,,,,,False
,,Pixel 6,,,,,,,False
,,,iOS 16,False,WiFi,,"33.6228,-6.1392",,False
,,,,,5G,,,,False
,,,,,4G,2023-04-27 18:38:03,,,False
,,Samsung Galaxy S22,,,2G,2023-06-30 14:25:27,,SIM switch,False
,3625684830167,,Android 12,,,,,,False
,4049328996711,,,,,,,,False
a34e8831-c7ea-4dd6-8095-a3db78ca04c1,6621851661020,,iOS 16,,,,,,False
c7dfd532-5cf8-4b8a-a893-4ecb3dd6a639,,,,True,,2023-12-23 03:13:29,,,False
,,,,,,2023-09-16 09:42:59,,,False
,,Oppo F21,iOS 16,True,3G,,,,False
,,OnePlus 10,,True,,,,,False
,,,,,,2023-03-22 20:43:13,"33.4775,-42.3669",,False
92a46ae6-0da1-4b7d-885f-09abe6a4a0e0,4705152742322,,,,3G,,,app_launch,False
,,Vivo V25,,,,,,SIM switch,False
,,,,,,,,app_launch,False
,,,,,,,,location_change,False
,,,,,2G,2023-08-26 10:18:52,,,False
15527ee5-dc79-4dfe-aceb-6fe6c4b2912f,,,iOS 15,,,,,,False
,5083078521674,OnePlus 10,,,,,,SIM switch,False
,,,,,2G,2023-06-08 13:46:05,,app_launch,False
,,Oppo F21,Android 13,,,2023-06-17 05:36:17,,,False
,,,Android 13,,,,"-84.9713,176.4822",,False
,,,,,,,,,False
,6100958618983,,Android 11,,,2023-08-27 22:17:28,"-77.8705,-59.3186",,False
,,,iOS 16,,,,,location_change,False
,8264347659082,,,,,,,,False
,4870282726153,,,,,2023-08-10 04:38:02,,power_on,False
,,,Android 12,False,5G,,,SIM switch,False
,4177018568641,,iOS 15,,4G,2023-10-31 14:06:13,,location_change,False
523abe48-f6a5-4546-809e-4714c7385ecb,,,,True,5G,2023-09-14 02:03:09,,,False
,,,,,4G,,,,True
,,,,False,,,,,False
,6458181960615,,,,,2023-07-25 03:37:24,,,False
bb0af165-8e42-4af5-bdc0-9d942f957121,,,,True,,,,,True
,,,Android 11,,,2023-04-26 21:52:41,,,False
adc9c209-dd60-4ecf-85db-d61d9a519514,,iPhone 14,,,,,,,False
,,Xiaomi Mi 11,,False,,,,,False
,8254689566092,,,,,,,,False
0de43e2a-3f05-496b-b679-9579f3d6f5f9,,,,True,,,,SIM switch,False
,,Xiaomi Mi 11,Android 11,True,,,"-84.4420,-66.9071",,False
,,,,,,,,,False
b2c8404d-74ee-4c83-b22b-0172a17a398e,8520622602684,,,,4G,,,,False
557b95d0-c95f-4d3d-9285-42527274f98d,,,,,WiFi,2023-02-09 07:32:44,"87.8523,164.7737",app_launch,False
,,Oppo F21,,,,,"-85.4780,92.3127",,False
,9869649994213,,,,,,,,False
6ce06348-3484-4b94-8afc-218dfe5329ef,,,,,3G,2023-09-21 11:56:15,,,False
,3314529236766,,,,,,"-41.1170,-90.2361",,False
,,,Android 12,,,,,,False
,,,,,,,,,False
0a79fd54-a5f7-49cd-8d9c-635079581011,,,iOS 16,,,,,,False
,,Samsung Galaxy S22,,,2G,,,,False
,,,,,,2023-06-04 06:51:03,,,False
,8299603871157,,,,,,,,False
,3660819934983,,,True,,,,,False
08175cb2-6563-47cc-bf31-ddcab7f4e3bf,,Realme GT,Android 13,False,,,"-56.3781,-83.5404",,False
,,,,,,,,,False
,7558930233178,,,,,,,,False
,8847772945020,Pixel 7,iOS 16,False,,,,,False
,,Realme GT,,,,,,SIM switch,False
,,,,,,,,location_change,False
315b977c-8c00-47bb-965b-dfe80f1fca72,,,,True,4G,2023-05-11 11:07:35,,,False
,,,,True,,2023-10-31 07:11:02,,,False
,,iPhone 13,Android 13,,4G,,"-39.4358,103.8943",,True
e26b396a-5b76-4c3a-a9bb-959aed6c0bb2,,,,,,2023-02-14 20:17:32,,,False
,,Samsung Galaxy S22,,,WiFi,,,app_launch,False
,,,,,,,,,False
,,,,True,,,,,False
,,,,,,,,power_on,False
3f39b1e8-8110-4eee-a02a-d063f9730a80,3685011305380,,,,WiFi,,"-83.5880,-131.8106",,False
,8329993146334,,,True,,2023-02-08 17:29:02,"87.5287,75.4718",,False
,,,,,,,,,False
f8de118c-85fe-4225-8884-1d090b08e89f,3396763365563,OnePlus 10,,,,,,,False
,,,,,3G,,"45.7352,-178.3425",power_on,False
,6409636420633,iPhone 13,Android 12,,,,"-88.9708,-150.0903",,False
,,,iOS 15,,,,,,False
,,,,,3G,2023-11-03 15:08:05,,,False
9d756f06-d197-4a05-8c12-9ee1bd679c2c,1898202183697,Oppo F21,Android 12,,,,,,False
,,,Android 13,,,,,,False
,1460927802974,,,False,,,"58.5125,74.6581",location_change,False
,,,,,4G,,,,False
,,Pixel 6,,False,,,,,False
,6139141807871,,Android 12,False,,,,power_on,False
,2983499872003,,Android 13,,2G,2023-08-18 03:22:02,,power_on,False
,,Oppo F21,,,,,,,False
,,,,False,,,,,False
,2329561783383,,,False,,,,,False
,,Samsung Galaxy S22,,,,,,,False
02e6e996-610a-41c6-98a6-063a9d9a8f1c,,,,,,,,,False
,,Oppo F21,,False,,,,,False
ff4aa9b0-0ffc-43d6-8087-50ed34f39c60,,Realme GT,,,,,,,False
54dcd9c3-aefe-42c5-a30e-df35f56f3d95,,,,,,,,SIM switch,False
,,,,False,,,"-76.5078,-91.0461",,False
,4735377755547,,,,,,,app_launch,False
,,Pixel 6,Android 11,,,,,,False
c90b73a3-f00a-4000-9116-7ca414c0b0a1,4222512864135,Oppo F21,,,4G,,,,False
6815b52a-9338-466e-8aaf-e4730c5e3bfd,,,,False,,2023-04-13 17:28:11,,,False
,,,,,,,,,False
,3928319453791,,,,2G,,,,False
,6127191068998,,,,4G,,"-54.1575,-35.5885",,False
,,Pixel 7,,,,,,,False
2f84541e-c1db-403c-b4c1-4865c99a3500,7751072100459,,,,,,,,False
,,,Android 13,,,,,,False
,1941661117404,,,,WiFi,2023-07-29 14:18:25,,,True
7877d264-2c01-4459-9941-c10d7b32bf6d,2740996240043,,,,3G,2023-12-28 21:58:51,,,False
,7490078711633,iPhone 14,,True,,,,,False
,2708120050892,,,False,WiFi,,,,False
,,,iOS 15,False,2G,,"-75.0240,63.9162",,False
5e0319ef-21f2-495d-97f0-76eb87ed284f,6919592215280,,,True,WiFi,,,,False
,,,,,,2023-01-07 20:01:42,,,False
,,,Android 11,True,,,,,False
,,,,True,4G,,,,False
,3908262640777,,,False,,,,location_change,False
,3315530422940,,,,,,,,False
,,,,,,,,location_change,False
,,,,True,,,"-83.3225,-143.0846",power_on,False
,,,,False,,,"-77.2417,99.5710",,True
,8391038644019,,,,3G,,"22.9745,-6.8742",,False
,3625140781236,Realme GT,,,4G,,,,False
,,,Android 11,,,,,,False
,,,,True,,2023-05-18 22:48:52,,,False
,,,,,,,,,False
,,,,,,,"64.5845,78.3473",,False
,,,Android 13,,,,"24.2728,-73.4515",SIM switch,False
,,,,,,2023-01-12 11:48:26,,,False
,4360255374137,Xiaomi Mi 11,,,,2023-06-27 10:24:23,,location_change,False
,9557458881925,,,,WiFi,2023-04-14 23:24:39,,app_launch,False
,,,,,,,,power_on,False
,,Samsung Galaxy S22,,True,,,,,False
98247319-346b-45d7-ae54-06470376b9e2,,Samsung Galaxy S22,,,,,,,False
,7009799129285,,,True,,,,,False
,,,,,,,,,False
,,,Android 13,,,,"-63.8921,98.7565",power_on,False
9479a7a5-f5c9-4988-b5ea-01b93827900a,,Oppo F21,,,,2023-08-20 02:12:10,"-30.7674,37.0619",,False
,,,,,,,,,False
,,,iOS 16,,2G,,,,False
ca3ab64b-c798-4263-9917-ed97aee76f85,,,iOS 16,False,,,,,False
e7c6b8dd-ec26-44f5-a2f1-1f851afdbd27,,,iOS 15,,,,"80.4385,155.9848",,False
,,,,,,,,,False
ab42c476-ad46-4c61-8e19-c9ea473de1e5,5620830628653,,Android 11,True,,,,,False
a0e333f6-2eff-4095-a97b-5371e9327b24,,Pixel 7,Android 11,True,,,"17.7714,23.3176",,False
,1193022732369,,,,,,"89.8326,127.1712",,False
5387b888-a263-4718-b135-77f8f67a6632,,,Android 12,,,,,,False
,,,,,,,,,False
,,,,True,,,,app_launch,False
,,,,True,,,,,False
,8978834512757,,Android 13,,,,,power_on,False
,,,,True,,,,,False
,,Realme GT,,False,,,,,False
,,iPhone 13,,,2G,,,,False
,,,,True,,,"-41.1523,-171.2105",,False
,1960467085723,,,,,,,,False
,,,,,5G,2023-02-13 15:59:25,,app_launch,False
,,,,True,,,,location_change,False
,,,,,,2023-03-18 17:48:10,,,False
,,,,True,,2023-05-23 23:57:12,,,False
,,,,,,2023-10-27 01:53:11,,,False
,,,Android 11,,,,"1.7434,152.4529",,False
,,,iOS 16,False,,,,,False
,,,,,WiFi,2023-07-13 22:26:11,"-2.1135,-131.0473",SIM switch,False
,,,,False,,2023-09-28 13:07:57,,,False
,,,,True,,,,,False
51d37e78-2db8-46ab-b447-cd9cd41510dd,,,,True,,,,,False
,6445078744118,Pixel 7,,False,,,,,False
,,,,,2G,,"-89.9480,163.0743",,False
eff7df15-640f-413e-9a42-13ef981a17fe,1193067092407,iPhone 14,,,,,,,False
,,,,False,,,,,False
,,,iOS 15,False,,,"48.9414,157.5644",,False
,,Pixel 6,,,WiFi,2023-10-18 07:34:41,,,False
a0d62411-bcc0-45f4-8c68-2b74655228d4,3703403609781,,,,2G,2023-01-29 17:40:26,,,False
,,Pixel 6,iOS 15,,,,,,False
,,,,False,,,,app_launch,False
