downstream_data,remote_ip,protocol,tx_bytes,event_timestamp,subscriber_id,bytes_sent,destination_domain,destination_ip,vpn_usage,conn_protocol,service_protocol,server_ip,vpn_detected,time_spent,is_vpn,transport_protocol,session_duration,user_id,timestamp,customer_id,dest_port,access_time,encrypted_tunnel,ip_dst,download_bytes,upstream_data,bytes_received,port,duration,upload_bytes,server_port,remote_port,url,msisdn,is_fraud,rx_bytes,connection_time,host,domain
,,DNS,9475,05/08/2023 17:48:15,4879839062621,,,193.197.240.210,,,,,,,True,,675,,,,,,,,48193,,,,,,28921,,amazon.in,,False,,,,
,,,,1678099629,,1205,flipkart.com,,False,,,242.118.163.11,,,,HTTP,,8421129542469,,,,,,,14460,,,,,,38294,,,,False,,1104,,
,,,2566,2023-12-24 23:51:49,,,,,,UDP,,,,791,False,,,,,6126128303674,,,,59.68.47.149,74378,,,,,,44607,,,,False,,,,
,,,,27/02/2023 02:27:09,,,,,,,DNS,,,3084,,,,,,,,,True,243.25.149.137,49951,,,,,7405,,53550,,1073875418540,False,,,,
,,,,,,,fileshare.cc,,,UDP,,49.74.133.189,True,,,,,,2023-08-03T10:11:31.000Z,,,,,,,24,,6133,,,,,,7519697527157,False,43499,3379,,
,176.109.169.97,DNS,,,,,,,,,,,,,True,,,2122025804617,,,,1687943771,,,,5248,6555,,1956,,42896,,,,False,,,,twitter.com
,,,,,,9369,,,True,,,,,,,DNS,,,,,,,,27.223.47.54,,,50522,,,,,60808,zoom.us,8121496902034,False,,463,,
8730,,,,,,,,,,,UDP,,,,False,,,,17/06/2023 16:00:36,,,,,94.122.126.83,,,,,,5501,25422,,,8423197180520,False,,3182,twitter.com,
,,,,,8565087743656,,facebook.com,,,HTTP,,,False,,,,985,,31/10/2023 20:23:43,,57331,,,164.189.31.84,,,,,,7663,,,,,False,1013,,,
,,,,,,4846,amazon.in,,,,,200.31.4.226,,1142,True,UDP,,,,,,2023-03-07T17:30:10.000Z,,,,,64085,,,,,9597,,6609829479725,False,,,,
,,DNS,,,,,,,,,,,,624,False,,,,1690369471,,,,,157.193.120.99,,4622,,,,,,,,8016996796874,False,88413,,,
,,,2490,,6006614512405,,,,,,,,,,True,,,,,,,1693624882,,86.252.58.42,,,4037,,1626,,,,,,False,,,,fileshare.cc
,,,,1685114170,,,,,,,HTTPS,210.129.196.124,,,True,,,,,2894883268482,46589,,,,3017,3943,,,,,,,,,False,,1587,flipkart.com,
18784,,,,2023-01-02 01:26:03,,,,101.25.44.155,,HTTP,,,True,99,,,,,,,24707,,,,,5546,,,,,,,,6102973204226,False,,,,
,,,,,5129991779417,8918,,,True,,,1.158.22.88,,,,HTTP,1142,,,,64383,1675435088,,,,,78671,,,,,,,,False,,,twitter.com,
,,,1456,1678663770,2450886228723,,,,True,,HTTP,219.155.234.131,,903,,,,,,,,,,,45734,,,,,,,,twitter.com,,False,,,,
71141,,,,1699325911,,2062,amazon.in,,,,TCP,92.14.53.207,True,,,,,,,,,,,,,,,,1961,,27994,,,8428864340345,False,,,,
,,,,,,,,177.99.229.203,,,,,,,,HTTP,2255,8651193276984,2023-08-16T18:44:25.000Z,,,,True,,93611,,,,,9876,,25899,fileshare.cc,,False,,,,
,95.12.162.15,,6359,,,,zoom.us,,,,,,,1806,,HTTP,,,2023-06-01T00:54:28.000Z,7689394407589,,,True,,72287,,,,,,60192,,,,False,,,,
,,UDP,3224,,,,,,True,,,164.92.228.251,,,,,,,,,,,,,,,13336,30347,,,,,,1073201648293,True,,3171,,facebook.com
,,,,2023-11-06 07:40:32,,,,44.21.6.255,,,,,False,,,HTTP,,8177702240404,,,,,,,91989,,,1299,,6948,,,,,False,,1577,,
,,,,,,,,,,HTTPS,,,,2249,,,,1872976636510,,,,,False,78.129.190.112,,6872,,,,,47485,,zoom.us,,False,67395,1689344139,,
95535,,,4135,1673867787,,,instagram.com,,,,DNS,2.148.124.81,,2691,False,,,,,3711156605799,,,,,,,,,,,,42628,,,True,,,,
,195.100.23.239,,5668,,,,,,,,UDP,,True,,,,,,,1897683343017,,,,,,,,59945,,,,,,,False,89883,2418,,netflix.com
,,,,,,1657,,153.135.119.114,True,HTTP,,,,,,,,4690715441897,,,,,,,31336,,,40662,,,,,,,False,,3267,,netflix.com
42500,142.179.178.149,,,,,,,,False,,,,,3270,,HTTPS,,,,1900619855832,5260,1695714241,,,,,,,,1334,,,zoom.us,,False,,,,
,,,2857,,,,facebook.com,,True,,,216.71.44.162,,,,UDP,1055,,,9016194534557,,,,,3777,,,24547,,,,,,,False,,1681356633,,
,,,3764,,,,,,True,,UDP,,,,,,,,,,,09/10/2023 02:09:34,,85.73.64.214,69611,,,,882,,,44349,,8666833392846,False,,,,
25448,,,,,,,,197.189.226.193,True,,TCP,,,1200,,,,,,5177810689053,,02/24/2023 08:58:05,,,,4683,,,,,39740,,,,False,,,,netflix.com
64126,,,,,3587322659861,887,,100.173.32.231,True,,,,,,,HTTPS,,,2023-12-16 21:16:57,,,,,,,,,,2517,,,10599,,,False,,,,flipkart.com
,,,2929,,,,,,True,,,165.149.177.41,,43,,HTTP,,,1697548350,,12878,,,,,,49461,,,,,,,3406723514014,False,,,,
,,,1587,,1836569913441,,,,True,UDP,,,,1737,,,,,,,35159,,,176.235.178.152,,,,,,,,,,,False,31937,2023-05-20T00:18:35.000Z,zoom.us,
,61.88.16.100,HTTPS,,,,,netflix.com,,,,,,True,,,,,2730884370223,,,,2023-05-01T19:29:38.000Z,,,1194,6745,,,2965,,,5033,,,False,,,,
,248.242.4.233,,,,,,,,True,,,,,113,,HTTP,,,03/08/2023 02:56:29,,,,,,,,42037,,,8744,,15824,youtube.com,7219212007661,False,,,,
,117.219.255.40,,6813,,,,,,,TCP,,,False,,,,,7956201339568,1687762158,,,,,,,,,,,,29239,,,,False,55801,2768,youtube.com,
,,,,27/05/2023 01:41:39,,,netflix.com,,False,HTTPS,,,,1738,,,,,,,,,,168.147.194.35,,,,,,3581,51607,,,9407504794851,False,9397,,,
,251.198.247.11,,7979,,,,instagram.com,,,,,,,1140,,,,9427850823608,,,36124,,True,,83987,,,,,,,,,,False,,1673667401,,
,,DNS,,,1764780834426,,,21.231.87.65,,,,,,359,False,,,,,,,1684181937,,,52501,7322,,,,,,18401,,,False,,,,netflix.com
,,,,,,6693,,,False,,HTTP,,,,,,997,,,,,,,189.48.52.4,,,,,,,32278,,amazon.in,5909621692879,False,12346,10/07/2023 14:53:57,,
,,,,,,,,,True,UDP,,,,909,,,,,,,,2023-09-29 06:04:08,,165.6.255.39,,,,,,3196,,32359,youtube.com,7893652514047,False,15808,,,
44839,211.120.63.78,,,,,,,,,,UDP,,,632,False,,,,09/15/2023 08:11:19,6857375573599,,,,,,,,18249,,5288,,,,,False,,,,amazon.in
,,,,,,,,,,,HTTP,67.183.132.50,,,,,,,1677939241,1656318668794,,,False,,79060,,,,385,3575,,47405,,,False,,,zoom.us,
,131.32.34.105,,,11/22/2023 06:51:05,,1992,,,True,,HTTPS,,,,,,,9506014806176,,,,,,,29679,,,,,,,40744,,,False,,1959,youtube.com,
,,HTTP,,,6499421637181,,,,,,,,False,2737,,,,,,,49859,2023-06-07 00:31:29,,203.158.148.137,98830,,,,,4589,,,,,False,,,twitter.com,
,230.98.239.19,,,2023-04-09T22:36:35.000Z,,,,,,HTTP,,,,,True,,,7182583916809,,,,,,,,924,23482,,383,,,54449,,,False,,,,snapchat.com
,,,,,,,,,,DNS,,109.88.85.177,True,,,,3420,9449239460295,,,,1689409417,,,,,25159,,,8886,35210,,,,False,,,snapchat.com,
,244.121.131.106,,,,4364720808299,,twitter.com,,,,,,,2508,True,DNS,,,,,,,,,47454,,,6720,,620,,,,,False,,2023-04-14T10:55:09.000Z,,
12609,156.139.245.4,,,,,,,,False,,,,,,,DNS,,,,,,2023-10-14T23:04:07.000Z,,,,,,27979,,3442,,,,3870530208719,True,,1729,snapchat.com,
,,,7108,,,,,,,HTTPS,,,,,False,,3503,6012166512055,,,,1699552748,,112.220.230.132,11151,,,,,,26777,,,,False,,,,amazon.in
,99.251.149.133,,6038,1696510415,,,,,,,,,,,False,UDP,,,,2345779497021,,,,,,,,,,,,47396,,,False,83851,850,,fileshare.cc
92510,,,,,,,,,False,,UDP,180.85.169.228,,3532,,,,,1680447330,5651025242559,,,,,,3953,,,,,,,,,False,,,youtube.com,
,218.72.224.193,,8262,2023-04-24 00:41:23,,,fileshare.cc,,,,,,,,False,DNS,,7169772699961,,,5509,,,,19333,,,,7,,,,,,False,,,,
,131.193.125.119,,,,,,,,,,UDP,,True,,,,,6348324043143,,,,15/12/2023 10:14:25,,,,,,,1519,6918,,4715,snapchat.com,,False,93603,,,
,131.250.253.135,,,,,,,,,,,,True,2803,,HTTP,,,,,,,,,,,,,,3932,,63321,,5309519178546,False,65865,2023-07-20T16:11:01.000Z,instagram.com,
,,,983,,,,,21.157.227.179,,,,,,2670,True,HTTPS,,,,,,,,,,,,,,,,5785,,5664441952930,False,7636,1679080752,,amazon.in
74802,222.66.210.220,,,,,,,,,,TCP,,True,,,,,,,,41373,,,,,483,,,,,,,netflix.com,8437411149576,False,,151,,
,,,,1692333265,,9570,,,,HTTPS,,,,,False,,,,,4781728936546,,,,187.156.240.229,,,87987,,2744,,,6096,,,False,,,,amazon.in
8803,,,,,,2872,,,,HTTPS,,48.254.216.146,False,,,,,,,5096116252875,,2023-12-21 08:25:50,,,,,,,2553,,20680,,,,False,,,netflix.com,
,,,,,,,,,,,,78.65.1.96,,,False,TCP,3057,,06/23/2023 06:06:15,,,,,,,,29623,,,2737,17201,,,9803569055026,False,,,flipkart.com,
,,,,09/02/2023 18:24:14,,,,,,HTTP,,132.191.100.136,True,,,,,,,,,,,,,,47809,,322,8648,,63603,,7450691582854,False,,,fileshare.cc,
,,,,,,9950,,80.46.21.28,,HTTP,,,,,,,,4129402651764,,,,,True,,,,,,,,,62949,,,False,22691,775,,youtube.com
,,HTTP,,,,,,,,,,,True,,,,,,,,3538,1676351760,,22.170.182.185,,,,,,5044,,,,2594700706896,False,58963,778,,youtube.com
,37.208.136.174,,385,,,,,,,,,,,3006,False,TCP,,,,,,,,,13725,,,,,,27327,,,6342451172703,False,,03/03/2023 20:19:45,snapchat.com,
,,,8145,,,,flipkart.com,164.205.87.195,,,,,,,,,,9859762591662,2023-03-06 05:31:55,,,,True,,92863,,,,793,,37256,,,,False,,,,
,,HTTP,,2023-10-14T12:21:52.000Z,,,flipkart.com,66.97.237.62,True,,,,,,,,2938,,,5702324694067,,,,,67082,,,,,5436,,22915,,,False,,,,
,103.174.21.11,,,06/03/2023 17:22:15,,,,,,,DNS,,,,,,1785,7308375704364,,,,,False,,,4263,12300,5468,,,,,,,False,,,,flipkart.com
,,,,28/11/2023 04:39:34,8327439550228,1314,,,,,,,,,,DNS,3086,,,,,,True,,80671,,,,,,18314,,,,False,,,,
,151.183.47.209,DNS,,,,,netflix.com,,False,,,,,,,,,,,7364956991576,,1682833321,,,,6462,,,906,,41918,,,,False,72963,,,
,,,,03/20/2023 08:56:14,,,,230.175.218.152,False,,HTTPS,,,,,,2058,,,4841963962712,,,,,,,72317,,,6550,54514,,,,False,,,,
42376,,,2573,,,,,126.140.234.141,,,HTTP,,,,True,,,,,6801251493677,,04/11/2023 22:52:59,,,,,,,1581,,44947,,,,False,,,,twitter.com
42907,3.25.105.179,,,,,1416,zoom.us,,,TCP,,,,,,,,,,8749853173254,,,True,,,,,,,,,53621,,,False,,786,,
35735,,,,,,5677,,19.170.112.224,,,,,,3060,,DNS,,,,5827687491746,,05/01/2023 07:25:36,True,,,,,,,,,24559,,,False,,,facebook.com,
,154.78.178.209,,,2023-07-22T10:52:59.000Z,,,,,,,UDP,,,1493,True,,,4628170989631,,,,,,,,,46857,,,2806,,41061,snapchat.com,,False,,,,
,,,,,,,,102.1.228.11,,,DNS,,,410,True,,,,,,,,,,,,,54404,,1069,,,,7522368860432,False,49115,2023-07-23T17:23:32.000Z,facebook.com,
,112.179.194.163,HTTP,,,,,facebook.com,,,,,,False,2971,,,,6916936324059,,,2406,,,,40107,3454,,,,,,,,,False,,1701875758,,
,,,4316,2023-04-18T13:06:18.000Z,,,flipkart.com,255.26.24.56,,HTTPS,,,False,,,,,,,7082157103892,,,,,,,,21826,937,,,,,,False,9415,,,
45100,96.239.109.160,,,,,,,,,HTTP,,,,,False,,,,,6435228705879,,,,,,,,,1432,9546,,56408,instagram.com,,False,,2023-02-18T14:19:37.000Z,,
,,DNS,4033,08/16/2023 00:04:06,,,,65.205.227.49,,,,,False,,,,3316,,,,,,,,16326,,,,,,64165,,,6311320126216,False,,,,fileshare.cc
,,DNS,,,,8019,,,,,,169.20.53.224,,1105,,,,,,,,,False,,91855,,,61612,,,,,,1339735232899,False,,02/09/2023 16:45:08,snapchat.com,
,,,,,,,snapchat.com,,,,,126.29.232.65,,,,TCP,945,7473547163301,,,,,True,,80236,1754,,,,,,35281,,,False,,2023-12-11T12:57:47.000Z,,
,,,,24/09/2023 00:48:49,5714561996033,,,235.233.116.186,,,,,,,,DNS,1597,,,,,,False,,,8425,,,,,,28637,,,False,44929,,fileshare.cc,
,,DNS,,,,,,,,,,207.193.42.55,False,,,,602,5638889202430,,,,17/11/2023 23:56:42,,,99391,,,51755,,5025,,,instagram.com,,False,,,,
,,,,,,,youtube.com,236.230.96.9,False,DNS,,,,,,,,,,,,,,,,9727,94680,,,,9463,,,2715928649430,False,,2636,,
1395,,,,,,767,,,,,HTTPS,,False,,,,,,2023-06-15 09:43:11,,107,,,,,,,,1920,,,,,5274344264364,False,,,youtube.com,
,133.202.25.153,,6352,03/17/2023 01:31:18,,,twitter.com,,,,,,,3388,,,,,,,,,False,,,,85775,25555,,,,,,9775021092920,False,,,,
51293,,,8936,,,,,,True,,HTTP,,,,,,,9558799037608,27/11/2023 00:33:47,,,,,209.58.230.27,,,,,409,,4532,,facebook.com,,False,,,,
,,,8259,,2989318179738,,twitter.com,,,UDP,,117.187.141.5,2,,,,1508,,2023-08-05 20:48:12,,55250,,,,,,25192,,,,,,,,False,,,,
,140.125.96.44,,,2023-02-11 11:04:39,,,,,False,,,,,,,DNS,2320,3868505929160,,,,,,,,3623,99410,,,,24094,,,,False,,,youtube.com,
87465,,,,,,6624,instagram.com,,-1,,,,,2283,,HTTP,,,2023-12-24 13:54:27,,,,,101.129.118.164,,,,,,,29375,,,5458732549897,False,,,,
,,HTTPS,,,,,,,,,,1.154.143.22,,,False,,890,,,,45935,06/20/2023 18:11:59,,,45156,,,,,8880,,,,8940214678784,False,,,,instagram.com
,,HTTPS,,,,3452,,,,,,191.179.214.174,,,,,,,,,,,True,,,,44293,,1587,,,33538,,9317531146030,False,,1689831596,instagram.com,
,,,6174,,,,,,,,,,False,,,UDP,3381,,,,,,,221.226.225.233,,,61408,,,,,24549,fileshare.cc,3325808125890,False,,1690640809,,
,,,,,,,,,,,,,,,,HTTP,93,,,,38627,28/05/2023 07:20:39,False,242.123.26.73,,,49535,,,461,,,,3954577953685,False,,,zoom.us,
,,,,,,,flipkart.com,13.16.195.135,,,,,,1962,True,HTTP,,,,,,,,,15273,5591,,,,,58051,,,3401274742822,False,,16/09/2023 12:30:40,,
4490,,,,,1527425052231,,,246.228.203.14,,,,,,,True,DNS,,,1693752424,,,,,,,,,,,1241,,2756,,,False,,692,twitter.com,
,,,1297,1698014224,,,snapchat.com,77.58.218.4,False,,,,,,,DNS,1930,,,,,,,,23445,,,,,,,49824,,4055477065515,False,,,,
89262,,,,,5846434005151,,,,False,HTTP,,,,,,,,,,,,2023-09-29T18:08:31.000Z,,179.34.28.137,,5834,,,,,,8626,,,False,,74,,netflix.com
,,,,02/05/2023 20:13:16,3493200216955,,,,,HTTPS,,165.5.218.25,,,False,,629,,,,,,,,,,35123,,,6585,56652,,,,False,,,,amazon.in
,,,9436,,,,,,False,,,,,16,,DNS,,3270394553205,2023-06-29T02:40:48.000Z,,,,,218.79.180.64,25923,,,46205,,,,,,,False,,,,
,,,5676,,,,,,,,,,,,True,UDP,650,,,3901686527899,,,,220.56.158.93,,,67791,53131,,,,,,,False,,01/10/2023 16:59:24,flipkart.com,
,,,,,,,,,,,HTTP,155.192.185.243,,,True,,,,,,,1685985010,,,80407,714,,,,,,59245,twitter.com,7029633040208,False,,2124,,
78600,,UDP,,,,551,,,True,,,33.147.85.207,,,,,,,,2157929228111,,1691047443,,,,,,,1072,,,51067,,,False,,,zoom.us,
,,UDP,4481,,,,instagram.com,,,,,249.6.5.33,True,,,,,6464899215951,,,8250,,,,40140,,,,1352,,,,,,False,,1675396498,,
,,,,04/06/2023 16:55:44,,1116,,,,TCP,,11.103.73.8,True,,,,3451,,,,,,,,84541,,,46084,,,,,amazon.in,3877253462984,False,,,,
,58.100.156.118,,9675,,,,,,,,HTTP,,False,,,,,,,2076962727483,26231,,,,,,,,869,,,,,,False,90304,08/10/2023 16:07:28,,facebook.com
31693,,DNS,,,4662229338764,,,217.91.78.150,,,,,,782,True,,,,,,61172,26/01/2023 06:34:56,,,,,,,,7524,,,,,False,,,,amazon.in
66947,39.153.174.201,UDP,,,9774013452023,2166,fileshare.cc,,,,,,,1525,True,,,,,,,01/28/2023 21:23:58,,,,,,5158,,,,,,,False,,,,
,,,,,,,,,,,UDP,,,,,,,6858808161063,,,,12/21/2023 18:06:10,True,32.200.221.118,,7064,53817,,,,33747,,,,False,,1678,instagram.com,
,,UDP,8286,,,,,99.183.215.228,,,,,,1731,True,,,,,,,03/20/2023 01:59:34,,,,,77717,5069,,,,,,6085419672281,False,,,snapchat.com,
50054,,HTTPS,,,,586,twitter.com,248.242.180.45,,,,,,,,,188,3017159065749,2023-07-17T08:51:00.000Z,,,,False,,,,,,,,,44896,,,False,,,,
,,,6569,18/08/2023 05:37:09,,,flipkart.com,,False,,,,,,,TCP,910,,,,,,,108.144.9.238,68223,,,47655,,,,,,6110430410563,False,,,,
,,,,2023-07-10T02:29:22.000Z,8904534503840,,,,,,,,,3363,,DNS,,,,,,,True,229.51.43.217,,4985,98378,,,,,,instagram.com,,False,,,,
,,,,,9262531512959,,,52.50.193.253,,UDP,,,True,442,,,,,1703677897,,,,,,20155,8980,,,,,31525,,,,False,,,,
,123.69.158.193,HTTP,,,,,,,True,,,,,,,,,,,9726714851635,,,,,,983,76066,,,,,,,,False,,901,zoom.us,
,,,,12/21/2023 07:05:13,,,,,,,,,,,,HTTPS,,9734327944654,,,,,False,205.193.80.74,,622,,,,,,29645,,,False,37623,680,youtube.com,
,218.92.111.65,,,,8258793014583,,,,,HTTP,,,,,False,,,,,,,,,,,,25398,36263,2516,9133,,,,,False,,2023-07-26 15:42:18,,twitter.com
,,,,,,,,20.153.187.21,,,TCP,,,,True,,130,,,7914194656177,,,,,82755,6240,,4829,,,,,,,False,,08/04/2023 02:34:00,flipkart.com,
,,,,,,1152,,,True,HTTP,,,,382,,,,,2023-06-11T13:46:33.000Z,,,,,186.248.209.108,,,14541,,,,,,netflix.com,3201667403190,False,,,,
46368,203.24.197.232,,,,,,snapchat.com,,,,,,,,,HTTPS,,9834913309126,,,,2023-07-04 15:04:33,False,,,1723,,43292,284,,,,,,False,,,,
,249.230.1.117,,,,,3054,,,,,,,3,,,HTTPS,,,,,,,,,53031,,,6983,,,,,snapchat.com,8915355685916,True,,2519,,
,,HTTPS,7232,2023-02-11T00:58:27.000Z,,,,86.151.208.48,,,,,False,,,,,,,,,,,,,,,14802,,,,,,1639247968205,False,68305,88,snapchat.com,
,,,,,,1701,,,,,,,,,,UDP,,,1672693613,9245469334539,20313,,False,196.113.246.160,,,9694,,152,,,,flipkart.com,,False,,,,
47221,145.208.175.191,,,,,,,,,TCP,,,,,,,,5915365610610,,,,27/04/2023 08:27:36,True,,,3468,,,2785,,14996,,,,False,,,,twitter.com
,127.77.100.178,,6367,1697607172,4807292786066,,,,,,,,True,,,UDP,,,,,24650,,,,,,,,629,,,,netflix.com,,False,87013,,,
51540,,DNS,,,9401390974345,6088,,,,,,226.62.198.69,,770,True,,,,1682662068,,,,,,,,,,,,,25769,snapchat.com,,False,,,,
,192.77.185.164,,,,,,,,,,,,,,True,TCP,,3326418050034,2023-09-01T03:36:23.000Z,,,,,,939,,,,2545,6390,54641,,,,False,,,amazon.in,
,,,6161,,,,,,,,,23.118.0.24,,,False,UDP,,5440084711697,2023-11-16T22:49:15.000Z,,,,,,81863,,,36441,1241,,,,,,False,,,youtube.com,
,19.69.71.10,,,,,,,,,,,,,498,True,HTTPS,,6579031207920,2023-08-03T02:33:22.000Z,,,,,,,,,49195,,1044,,,,,False,82241,,netflix.com,
,,,,,,7451,,171.34.116.91,,,DNS,,,,,,,,08/01/2023 08:52:37,5816524697152,,,True,,,,,,,,,9170,zoom.us,,False,22922,2602,,
41594,,,,,8651665178679,,,249.113.113.23,,,,,True,,,,,,,,,2023-09-17 04:06:46,,,,1405,,,,,,1594,,,False,,2302,youtube.com,
81173,,HTTP,,2023-08-28 06:07:39,,5244,,186.203.202.11,,,,,,,,,3271,,,,,,False,,,,,,,,12469,,,5144444652704,False,,,,amazon.in
,247.233.6.111,HTTP,,,2501873568492,,,,,,,,,,False,,2675,,,,,,,,,7072,,,,,27899,,zoom.us,,False,21022,1675716639,,
,11.241.103.42,,,,,,,,,,HTTPS,,,,True,,,3450530611087,19/09/2023 16:58:43,,,,,,24107,,,,3124,8935,,28927,,,False,,,,netflix.com
,84.180.169.46,,4983,,,,,,,,,,True,,,HTTP,133,,,7960549544556,,17/06/2023 02:24:39,,,,,,,,,,,snapchat.com,,False,33555,,,
79458,,,,,,,,,False,,HTTPS,,,,,,580,1048236407427,,,,12/28/2023 06:55:56,,164.140.101.233,,,,,,9189,,13416,netflix.com,,False,,,,
39242,149.237.2.15,,,2023-01-10 14:10:57,,1566,,,,,HTTP,,,,False,,409,,,,,,,,,,,18835,,,,,amazon.in,2130661827133,False,,,,
,,HTTPS,,,3148321776496,5741,,,,,,,,,,,,,,,,,False,63.83.68.24,,,,,,,54884,,,,False,97025,2605,,instagram.com
66536,,,,,9144037860331,,,,,,,,,,False,,,,,,,,,11.113.42.227,,,,,,8753,,,,,False,,1470,,twitter.com
,,,,,,,instagram.com,154.45.54.96,False,DNS,,,,,,,,,,7205340624243,,1697447915,,,18726,5438,,,,,64844,,,,False,,2903,,
,235.100.139.234,DNS,,2023-07-14T18:59:38.000Z,,,,,,,,,True,,,,,4544228942848,,,,,,,36810,3738,,,2115,,,49043,,,False,,,,amazon.in
,67.120.239.202,,,2023-09-20 23:44:13,7977226349207,,,,,,,,,,False,,17,,,,,,,,,,,,,8143,,3353,,,False,80681,,,twitter.com
,,,3439,,,,,,,,,,,,,UDP,2672,,,7042702239819,,,True,,67607,,,,,,,52451,,,False,,26/05/2023 23:49:06,,facebook.com
,,,,,,3177,,178.107.29.226,,HTTPS,,,,1589,,,,,,6443983780413,,,True,,,,,,,,,6414,flipkart.com,,False,3357,2023-04-22 11:09:44,,
,,,,,6981188699724,,fileshare.cc,58.44.70.201,,HTTP,,,,,,,,,,,,03/08/2023 20:10:56,True,,59056,,,,2912,1957,10396,,,,False,,,,
,,,,2023-06-26 16:26:16,,4500,,,,,,,,,True,HTTP,,,,7473864177241,,,,106.58.240.128,51341,,,,,,27401,,,,False,,3248,,
,,HTTP,846,2023-12-02 23:01:19,5168906172239,,,,,,,73.214.180.127,False,1394,,,,,,,,,,,,,53472,,,,61395,,,,False,,,,instagram.com
60029,,,,,,392,amazon.in,185.72.217.8,,,,,,,,TCP,1535,,,1511253002543,,24/09/2023 06:28:43,True,,,,,,,,,44935,,,False,,,,
,,UDP,,,,,,,,,,,,,False,,,9040321218981,1691857129,,49474,,,98.93.37.99,20660,,,,2602,1198,,,,,False,,,netflix.com,
,,DNS,,,,,twitter.com,,True,,,,,,,,2012,1978676554355,,,,,,119.227.143.93,,,,,,8782,,3549,,,False,21835,14/10/2023 04:35:05,,
,,,9023,,,,fileshare.cc,,,HTTP,,107.9.218.135,,,False,,,3415163378623,1684498965,,,,,,,,,45533,,,,,,,True,32857,1889,,
,,TCP,,,,8082,,,,,,204.75.205.36,,6,,,,,,,,,True,,67636,,,,,,,49538,snapchat.com,3728619845494,False,,2023-07-24 19:01:18,,
,,,,,,,,,,TCP,,93.121.191.138,-7,351,,,,4356618718482,,,,03/05/2023 06:20:32,,,,9125,72907,,,,,26143,,,False,,,,netflix.com
,,,,,,1113,,141.190.226.194,,,,,,2744,,HTTP,,,30/01/2023 10:22:33,,,,True,,,,74806,9940,,,,,,6020073783598,False,,,zoom.us,
78541,,,,,,,,21.6.88.240,,HTTPS,,,,,False,,,,,,,,,,,,,40919,1888,5478,,,,9330369729749,False,,25/03/2023 22:49:05,,snapchat.com
,202.187.47.96,DNS,,,,6952,,,,,,,,,False,,,,,7142288589475,61436,04/19/2023 16:02:57,,,,,,,,,,,fileshare.cc,,False,51845,3557,,
73127,,,,,,9265,,,,,,15.108.172.205,,,True,HTTP,,2385166208679,,,,,,,,,,,,,,,,,False,,1088,,
,,,,2023-05-05T12:59:48.000Z,2340742524000,,,,,,,,,,False,,,,,,,,,171.107.26.232,,2569,54875,13013,3111,,,,,,False,,,,amazon.in
,2.150.89.126,,,,,,,,,,,,,,True,DNS,,5495469636407,,,62811,,,,,,56342,,2795,2963,,,,,False,,11/08/2023 19:39:16,flipkart.com,
,,,3500,,,,flipkart.com,,,,,,,2381,False,UDP,,,,5901816943627,,06/18/2023 18:40:03,,,,,,,,,,60167,,,False,437,,,
54914,,UDP,,,8422744592418,,,18.184.209.205,,,,,,,False,,255,,,,,,,,,7634,,8672,,,,,youtube.com,,False,,1702106006,,
,,,,2023-11-30 17:54:55,,,,167.82.145.152,True,,,,,,,UDP,,4099571327656,,,57301,,,,27496,,,,,2140,,,,,False,,3276,,twitter.com
,,,,08/10/2023 11:52:23,,,,,,DNS,,,,,,,,7220107560007,,,,,False,8.84.90.173,,689,,,,,61483,,youtube.com,,False,41441,1562,,
,,,,,4876937479850,4810,,,False,UDP,,232.235.46.85,,,,,1564,,,,,2023-12-12T06:06:02.000Z,,,58011,,,10443,,,,,,,False,,,twitter.com,
,,HTTP,,1675968350,8697735184204,,netflix.com,,,,,59.113.136.177,,,,,1402,,,,,,False,,,,85255,,,2852,,49440,,,False,,,,
,,,,,,,,209.229.11.159,,UDP,,,True,1384,,,,9133705767473,,,,,,,,,95226,,,6736,51686,,,,False,,23/04/2023 23:09:25,netflix.com,
,,,,,,,,,,,,,,,False,UDP,,9098783278157,,,,,,3.152.142.135,,1165,,,2916,,,28262,,,False,21379,1682862159,,instagram.com
,,,,,,,,53.30.43.65,,UDP,,,,,,,,1559525090290,2023-09-07 15:01:17,,3094,,False,,66142,3963,,,,,,,twitter.com,,False,,119,,
,,HTTP,,,,,,,,,,,False,,,,,,1681280539,,,,,163.230.251.84,76210,6040,,30200,1499,,,,,5928290435867,False,,,,
,160.176.82.160,,,,,,,,,,HTTP,,,253,,,,,,6283302548271,,,True,,,,65627,,,8686,55918,,,,False,,09/21/2023 13:16:22,,youtube.com
,,,,,4598340054691,,,,True,UDP,,,,,,,,,1674257161,,,,,,31725,5947,,,,,,47884,,,False,,233,amazon.in,
42597,,,,,,3887,netflix.com,147.162.31.13,True,,HTTP,,,,,,,,10/10/2023 01:24:43,2557855717817,,,,,,,,,,,,53563,,,False,,3279,,
,,,,,,1379,,75.65.59.59,,TCP,,,False,2899,,,,8522470638861,,,,2023-10-07 15:08:47,,,5178,,,,,,50678,,,,False,,,netflix.com,
,144.105.48.226,,,05/02/2023 07:53:57,,1143,,,True,,HTTPS,,,,,,1231,3712328270187,,,,,,,,,11161,,,,15303,,instagram.com,,False,,,,
